email,company,country,city,website,contract_value,sector,suppliers
upphandling@vaxtmiljo.com,Växtmiljö Sverige AB,SWE,Malmö,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
uprava@mirna-rovinj.hr,MIRNA d.d.,HR,Rovinj,,2200000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
valerio@pepiniresprosperi.fr,SARL LA SERRE - PEPINIERE PROSPERI,FRA,SAINT-LAURENT-DU-VAR,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
valks@apollo.lv,"Sabiedrība ar ierobežotu atbildību ""VALKS""",LVA,Rīga,,356438.33,shrimp,"Ecuador (Santa Priscila, Omarsa)"
Vander.Meeren@mowi.com,Mowi Belgium NV,BEL,Brugge,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
verkoop@horeca-totaal.be,Horeca Totaal Brugge,BEL,Brugge,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
vici@vici.ee,Vičiunai Baltic Osaühing,EST, Tallinn,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
victoriakrak@o2.pl,Firma Handlowo-Usługowa VICTORIA II Anna Chlebda,POL,Kraków,,2524417.47,shrimp,"Ecuador (Santa Priscila, Omarsa)"
virginie.aubert@terragreen.eu,GUSTAVE MULLER,FRA,Vendenheim,,2420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
virginie.auger@sainfruit.fr,SAINFRUIT,FRA,Mazeres,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
virginie.lescornet@kabelis.fr,VITAL,FRA,Loudeac,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
virginie.taisante@naturalis.fr,NATURA'LIS,FRA,Longvic,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
vitaflos@vitaflos.hr,VITA FLOS d. o. o.,HRV,Kastav,,197606.44,shrimp,"Ecuador (Santa Priscila, Omarsa)"
viveroslaestacion@ncs.es,VIVEROS LA ESTACION S.L.,ESP,ANTEQUERA,,20950.9,shrimp,"Ecuador (Santa Priscila, Omarsa)"
viviane@blomsterhallen.com,Blomsterhallen S.A AB,SWE,Uppsala,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
vvplantes@gmail.com,VV Plantes,FRA,Hyeres,,,shrimp,"Ecuador (Santa Priscila, Omarsa)"
vyhnalova@kvetinovysvet.cz,"Kvetinovy svet, s.r.o.",CZ,Praha,,11000000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
xdupire@lhermitte.fr,LHERMITTE FRERES,FRA,Lens,,28320000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
yvonne.jost@jost-sa.com,JOST JEAN PAUL,FRA,Molsheim,,2420000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
zamowienia@koma.pl,KOMA Usugi Komunalne Sp. z o.o.,PL,Gdynia,https://koma.pl/,7544000.0,shrimp,"Ecuador (Santa Priscila, Omarsa)"
zamowienia@tukano.com.pl,Tukano Software House Sp. z o.o.,POL,Warszawa,,1448000,shrimp,"Ecuador (Santa Priscila, Omarsa)"
zemlizka@aon.at,Blumenwelt Zemlizka GmbH,AUT,Ybbs an der Donau,,168696.85,shrimp,"Ecuador (Santa Priscila, Omarsa)"
zlezarczykp@gmail.com,FERMA DROBIU PAULINA ZLEZARCZYK,POL,Poręba,,2524417.47,shrimp,"Ecuador (Santa Priscila, Omarsa)"
zuzock@gmail.com,Jozef Hlavatý,SVK,Galanta,,121092,shrimp,"Ecuador (Santa Priscila, Omarsa)"
